Applicant_ID,Age,Income,Loan_Amount,Credit_Score,Employment_Status,Past_Defaults,Risk_Label
1872,41,125693,24480,380,Self-Employed,4,1
1873,61,37572,43193,831,Employed,3,1
1874,51,75560,34147,376,Self-Employed,5,1
1875,27,36007,30640,814,Unemployed,2,1
1876,31,141044,31722,814,Unemployed,2,1
1877,45,118992,42039,517,Unemployed,3,1
1878,23,123807,44929,347,Unemployed,2,1
1879,59,46494,32869,801,Employed,4,1
1880,28,64091,16706,777,Self-Employed,0,0
1881,51,96455,23824,473,Unemployed,4,1
1882,35,51446,25755,739,Unemployed,2,1
1883,59,94766,30284,670,Employed,0,0
1884,36,91668,23050,630,Employed,0,0
1885,35,99355,21403,817,Unemployed,1,0
1886,62,88326,41746,540,Self-Employed,2,1
1887,41,124450,38573,651,Employed,2,1
1888,32,120702,27319,462,Employed,2,1
1889,30,90987,11242,659,Self-Employed,2,1
1890,30,66571,35783,302,Unemployed,2,1
1891,41,21940,32663,520,Unemployed,1,1
1892,61,122037,10190,430,Employed,4,1
1893,24,49879,39129,305,Employed,2,1
1894,53,23741,29859,540,Unemployed,0,1
1895,61,140116,43492,794,Self-Employed,1,0
1896,24,61043,36976,636,Employed,2,1
1897,54,50423,43822,568,Self-Employed,2,1
1898,50,36846,47927,598,Self-Employed,3,1
1899,62,100112,5188,706,Employed,1,0
1900,25,143558,14054,772,Self-Employed,5,1
1901,49,55158,25253,448,Unemployed,2,1
1902,63,137427,10821,648,Employed,4,1
1903,55,90492,14207,831,Unemployed,1,0
1904,52,90291,30680,786,Employed,1,0
1905,46,42432,42699,706,Unemployed,5,1
1906,51,84633,16403,618,Self-Employed,2,1
1907,33,51876,25648,358,Unemployed,5,1
1908,61,146267,27587,580,Self-Employed,1,1
1909,59,74247,33120,786,Self-Employed,2,1
1910,63,63021,28318,344,Employed,0,1
1911,62,65000,38134,565,Unemployed,2,1
1912,41,121308,29207,740,Employed,4,1
1913,48,31408,47681,688,Self-Employed,4,1
1914,64,127631,49498,393,Self-Employed,5,1
1915,56,65640,45279,507,Self-Employed,4,1
1916,38,131194,48088,310,Self-Employed,2,1
1917,30,30111,44849,353,Self-Employed,4,1
1918,28,67342,49228,600,Self-Employed,0,0
1919,27,116231,32725,840,Unemployed,4,1
1920,39,106015,22328,560,Self-Employed,0,1
1921,63,61112,11278,560,Employed,4,1
1922,23,120986,26629,621,Unemployed,3,1
1923,34,110530,26386,705,Unemployed,2,1
1924,37,148382,29408,314,Employed,4,1
1925,59,59914,44034,663,Employed,0,0
1926,46,145895,36569,446,Unemployed,0,1
1927,40,120704,17440,794,Self-Employed,3,1
1928,35,107699,37199,615,Self-Employed,1,0
1929,61,81828,15581,413,Employed,4,1
1930,45,94017,45009,630,Self-Employed,4,1
1931,51,39677,8283,371,Employed,3,1
1932,42,112332,17787,674,Employed,2,1
1933,32,125532,20707,741,Employed,0,0
1934,45,70082,48972,405,Self-Employed,3,1
1935,50,45020,23044,577,Self-Employed,2,1
1936,26,72959,47748,480,Unemployed,5,1
1937,37,63087,8887,675,Unemployed,4,1
1938,56,103383,7695,778,Self-Employed,2,1
1939,38,127672,21946,759,Employed,5,1
1940,55,44701,35067,838,Employed,5,1
1941,63,87546,15732,744,Self-Employed,1,0
1942,57,135117,13718,742,Unemployed,2,1
1943,33,122234,17322,730,Self-Employed,2,1
1944,49,96110,8196,383,Unemployed,3,1
1945,39,47953,31615,707,Employed,1,0
1946,40,136254,10206,412,Employed,2,1
1947,55,82006,42952,362,Unemployed,3,1
1948,45,137320,12830,400,Employed,3,1
1949,46,140162,32208,360,Employed,4,1
1950,35,145915,34243,469,Self-Employed,0,1
1951,52,53019,18896,342,Employed,0,1
1952,60,145593,24499,611,Unemployed,5,1
1953,62,122212,14680,369,Unemployed,0,1
1954,30,115986,13609,342,Self-Employed,2,1
1955,57,105371,40342,766,Unemployed,0,0
1956,24,51880,14723,810,Unemployed,2,1
1957,23,20934,30100,304,Employed,4,1
1958,32,118718,18168,673,Unemployed,5,1
1959,50,74861,32336,527,Employed,5,1
1960,53,35869,40810,801,Employed,5,1
1961,28,87330,33668,728,Employed,5,1
1962,34,100875,20078,474,Employed,0,1
1963,28,22900,9731,502,Employed,2,1
1964,63,54714,40274,833,Self-Employed,5,1
1965,64,115327,28546,431,Self-Employed,3,1
1966,54,149992,6148,755,Employed,4,1
1967,51,33384,10596,794,Self-Employed,3,1
1968,28,127460,16512,703,Employed,1,0
1969,54,75642,11367,544,Employed,1,1
1970,62,21941,48839,637,Self-Employed,3,1
1971,59,121890,48455,744,Unemployed,5,1
1972,45,89075,41727,602,Unemployed,0,0
1973,42,92748,8023,596,Unemployed,2,1
1974,60,102843,29912,596,Unemployed,2,1
1975,36,77390,6135,585,Self-Employed,4,1
1976,46,67593,26963,370,Unemployed,5,1
1977,41,21745,42627,711,Employed,3,1
1978,44,56510,29496,348,Self-Employed,3,1
1979,35,59572,46867,784,Unemployed,1,0
1980,43,39984,37336,626,Unemployed,3,1
1981,38,83808,31195,594,Employed,5,1
1982,33,124207,29552,330,Unemployed,1,1
1983,63,118687,34707,364,Unemployed,5,1
1984,51,113429,28290,529,Unemployed,0,1
1985,43,50429,9944,315,Self-Employed,1,1
1986,53,64524,7167,390,Self-Employed,0,1
1987,23,29790,16676,772,Self-Employed,1,0
1988,55,73016,27462,427,Self-Employed,1,1
1989,32,21181,8998,380,Unemployed,3,1
1990,31,131936,31529,798,Self-Employed,2,1
1991,21,57104,26415,331,Unemployed,2,1
1992,65,118926,37410,729,Self-Employed,2,1
1993,57,93342,6199,642,Self-Employed,0,0
1994,48,28664,18028,542,Employed,5,1
1995,54,134248,31252,335,Unemployed,2,1
1996,42,127173,36952,665,Self-Employed,1,0
1997,59,125365,34089,673,Self-Employed,4,1
1998,27,74434,21481,626,Unemployed,2,1
1999,37,86564,46330,701,Employed,4,1
2000,37,52273,22595,429,Self-Employed,0,1
2001,33,107654,35396,337,Unemployed,0,1
2002,52,72241,34327,737,Employed,0,0
2003,24,141158,34308,821,Self-Employed,2,1
2004,39,83785,27037,519,Self-Employed,4,1
2005,61,68230,40501,713,Unemployed,3,1
2006,42,44402,8206,850,Unemployed,5,1
2007,33,38006,19718,758,Self-Employed,2,1
2008,57,78877,33431,631,Self-Employed,2,1
2009,47,105526,9636,577,Self-Employed,1,1
2010,38,30298,6459,428,Self-Employed,5,1
2011,63,48540,13722,817,Self-Employed,4,1
2012,57,114787,10198,491,Employed,3,1
2013,29,140684,31064,425,Unemployed,5,1
2014,35,141472,40827,420,Employed,0,1
2015,38,83065,22642,633,Employed,0,0
2016,28,75570,45319,562,Self-Employed,4,1
2017,35,144076,48624,533,Self-Employed,1,1
2018,21,130832,9133,802,Employed,3,1
2019,49,34612,27847,829,Employed,2,1
2020,31,81780,21933,317,Employed,1,1
2021,55,82263,12711,397,Employed,0,1
2022,24,88372,42581,366,Employed,5,1
2023,61,115334,17839,799,Unemployed,1,0
2024,28,149347,34041,436,Unemployed,1,1
2025,25,137434,29178,767,Unemployed,0,0
2026,46,119073,21718,393,Unemployed,2,1
2027,39,130400,7944,760,Unemployed,2,1
2028,39,119382,21475,665,Unemployed,3,1
2029,62,138953,32820,423,Employed,3,1
2030,44,85208,21766,382,Employed,5,1
2031,50,90033,39529,822,Unemployed,2,1
2032,38,55259,7163,419,Employed,3,1
2033,56,128379,6168,481,Employed,0,1
2034,42,50289,30451,734,Unemployed,3,1
2035,42,126366,23577,709,Unemployed,0,0
2036,38,28071,21655,756,Self-Employed,1,0
2037,38,58831,13052,754,Unemployed,1,0
2038,59,79869,47095,436,Self-Employed,3,1
2039,54,28756,31463,787,Self-Employed,1,0
2040,23,59957,5067,844,Self-Employed,5,1
2041,24,124195,11728,669,Self-Employed,5,1
2042,64,149862,29382,435,Self-Employed,4,1
2043,41,93039,36648,486,Unemployed,0,1
2044,65,40753,10583,661,Unemployed,1,0
2045,33,88945,49359,593,Employed,1,1
2046,36,112691,25630,656,Self-Employed,1,0
2047,45,102397,30442,372,Unemployed,1,1
2048,27,41725,17725,544,Employed,3,1
2049,52,100002,46770,639,Self-Employed,0,0
2050,34,29692,16100,678,Unemployed,1,0
2051,46,40150,12244,564,Unemployed,5,1
2052,33,105550,33768,411,Self-Employed,3,1
2053,61,135358,30219,503,Unemployed,0,1
2054,45,59330,43555,784,Employed,0,0
2055,37,144318,7276,756,Self-Employed,2,1
2056,48,48389,18120,440,Unemployed,3,1
2057,32,107906,25682,358,Unemployed,5,1
2058,29,69716,21533,847,Unemployed,0,0
2059,41,121478,26445,378,Employed,3,1
2060,46,100689,41501,352,Employed,3,1
2061,64,91243,32257,787,Self-Employed,3,1
2062,47,105675,30448,610,Employed,0,0
2063,24,42448,20639,699,Unemployed,2,1
2064,56,107390,22150,415,Self-Employed,5,1
2065,35,146513,9406,724,Employed,4,1
2066,28,49517,40763,652,Self-Employed,0,0
2067,42,62049,41923,741,Unemployed,4,1
2068,55,63942,43252,761,Employed,4,1
2069,62,141437,8801,673,Self-Employed,5,1
2070,54,35979,20783,494,Unemployed,5,1
2071,28,28054,11049,762,Self-Employed,5,1
2072,50,25471,30109,614,Employed,4,1
2073,45,136947,21803,465,Employed,2,1
2074,61,149469,33658,815,Unemployed,0,0
2075,51,139705,20572,364,Unemployed,3,1
2076,48,54807,25629,613,Self-Employed,4,1
2077,44,88428,44784,832,Self-Employed,2,1
2078,62,128826,44590,528,Self-Employed,1,1
2079,27,94584,36329,585,Employed,3,1
2080,34,87303,23156,448,Unemployed,0,1
2081,36,138317,36511,448,Self-Employed,4,1
2082,25,116147,15233,589,Unemployed,0,1
2083,34,111658,35689,726,Employed,4,1
2084,36,42135,9074,693,Self-Employed,2,1
2085,59,35544,6510,486,Self-Employed,1,1
2086,51,92949,16127,806,Unemployed,4,1
2087,61,106442,11078,369,Employed,3,1
2088,56,22234,46728,704,Unemployed,4,1
2089,43,25910,11997,595,Unemployed,1,1
2090,42,34767,47243,669,Employed,2,1
2091,63,123510,37132,528,Self-Employed,0,1
2092,22,31348,34682,512,Self-Employed,3,1
2093,52,84421,38946,577,Employed,5,1
2094,45,26042,25723,558,Employed,3,1
2095,27,29927,7975,359,Unemployed,4,1
2096,61,144427,7131,742,Employed,5,1
2097,38,75944,38899,508,Employed,3,1
2098,29,117112,44599,357,Unemployed,5,1
2099,49,81924,46209,452,Unemployed,1,1
2100,22,131490,31935,734,Self-Employed,1,0
2101,35,113591,44574,740,Unemployed,3,1
2102,48,87707,33959,626,Employed,1,0
2103,46,29371,12823,793,Unemployed,4,1
2104,44,78504,39698,429,Unemployed,0,1
2105,47,127875,25231,554,Unemployed,3,1
2106,34,76075,44258,760,Unemployed,3,1
2107,27,39875,14158,770,Self-Employed,5,1
2108,24,71130,34958,698,Unemployed,2,1
2109,59,48152,21256,705,Unemployed,3,1
2110,56,136802,22610,394,Self-Employed,2,1
2111,45,104849,19321,363,Unemployed,0,1
2112,29,113220,23683,584,Employed,2,1
2113,29,111236,27829,425,Employed,2,1
2114,43,95769,45171,597,Self-Employed,3,1
2115,25,75779,41787,768,Employed,5,1
2116,53,103396,48522,378,Self-Employed,4,1
2117,43,95380,32371,644,Employed,3,1
2118,31,36075,42855,804,Employed,0,0
2119,22,112605,19290,395,Employed,0,1
2120,22,138201,16559,684,Self-Employed,2,1
2121,46,130259,15212,601,Unemployed,2,1
2122,49,23350,14575,323,Employed,1,1
2123,24,29186,43668,466,Unemployed,3,1
2124,32,70817,41972,736,Employed,4,1
2125,33,36574,13324,450,Employed,5,1
2126,33,63398,32267,562,Unemployed,2,1
2127,45,48242,32537,426,Unemployed,5,1
2128,55,61811,26079,639,Employed,0,0
2129,50,85620,31625,603,Self-Employed,4,1
2130,24,125230,5464,711,Employed,5,1
2131,65,27326,38681,789,Self-Employed,4,1
2132,40,121012,25241,804,Employed,1,0
2133,51,36283,34117,478,Unemployed,3,1
2134,32,35584,28412,417,Unemployed,5,1
2135,23,77424,25194,490,Employed,0,1
2136,58,111956,21435,826,Unemployed,4,1
2137,36,36764,17314,646,Employed,0,0
2138,47,29865,25962,532,Self-Employed,0,1
2139,60,51809,25035,622,Unemployed,3,1
2140,62,118149,20597,738,Employed,0,0
2141,57,35947,13025,778,Employed,1,0
2142,23,85277,45318,503,Unemployed,3,1
2143,46,113628,10952,414,Self-Employed,1,1
2144,37,20907,42648,453,Unemployed,0,1
2145,27,129427,14506,478,Employed,5,1
2146,22,105674,49274,670,Unemployed,2,1
2147,43,85761,32696,480,Self-Employed,4,1
2148,58,105428,36033,476,Unemployed,2,1
2149,59,31446,33978,594,Employed,0,1
2150,21,80749,42255,587,Self-Employed,1,1
2151,29,121807,31983,603,Employed,5,1
2152,63,145665,16767,793,Self-Employed,5,1
2153,55,23121,25480,503,Self-Employed,2,1
2154,31,58768,30982,691,Employed,2,1
2155,29,41028,31026,715,Self-Employed,4,1
2156,24,39078,30180,695,Unemployed,5,1
2157,64,134998,25840,633,Employed,3,1
2158,57,44884,36356,590,Self-Employed,3,1
2159,29,130166,25434,410,Employed,2,1
2160,31,91490,44596,392,Self-Employed,5,1
2161,53,37095,33588,621,Unemployed,2,1
2162,42,81959,39142,838,Self-Employed,5,1
2163,44,123673,36598,412,Employed,1,1
2164,42,36836,6468,519,Employed,5,1
2165,47,140161,27980,831,Unemployed,4,1
2166,55,81826,5993,818,Self-Employed,3,1
2167,49,92385,37984,405,Unemployed,0,1
2168,21,31448,9072,494,Unemployed,2,1
2169,33,99249,16379,620,Unemployed,5,1
2170,28,56246,16699,691,Employed,1,0
2171,43,85670,25669,704,Unemployed,2,1
2172,43,129530,41452,413,Unemployed,2,1
2173,52,96365,13700,560,Unemployed,3,1
2174,49,56585,40219,816,Employed,2,1
2175,51,67270,34543,448,Self-Employed,1,1
2176,55,24202,19241,609,Self-Employed,1,0
2177,53,72203,47139,669,Unemployed,2,1
2178,46,23095,15009,687,Employed,0,0
2179,39,59487,15568,522,Unemployed,0,1
2180,25,60427,40530,732,Unemployed,1,0
2181,59,78107,9347,346,Self-Employed,0,1
2182,33,27634,49927,627,Self-Employed,1,0
2183,39,85650,22025,701,Employed,2,1
2184,52,48370,35993,820,Unemployed,0,0
2185,36,81974,9106,440,Employed,0,1
2186,27,107087,31520,729,Self-Employed,1,0
2187,25,107577,29567,701,Self-Employed,3,1
2188,61,108331,33378,831,Self-Employed,1,0
2189,49,81752,9265,335,Self-Employed,1,1
2190,47,109683,23864,743,Self-Employed,3,1
2191,40,23094,33646,494,Self-Employed,0,1
2192,62,51056,19975,790,Self-Employed,3,1
2193,37,34276,38350,427,Self-Employed,3,1
2194,38,78604,13737,653,Self-Employed,4,1
2195,61,139677,48467,781,Employed,1,0
2196,30,109955,24082,740,Unemployed,1,0
2197,33,35996,33770,784,Employed,4,1
2198,32,99074,44302,360,Unemployed,1,1
2199,51,75388,46396,501,Self-Employed,5,1
2200,62,36428,16626,638,Self-Employed,4,1
2201,22,46920,34146,715,Employed,3,1
2202,63,62303,14351,621,Unemployed,1,0
2203,37,94599,25955,774,Unemployed,0,0
2204,24,117790,26109,660,Self-Employed,2,1
2205,21,67734,48060,719,Employed,0,0
2206,31,81877,49919,484,Unemployed,0,1
2207,51,35142,30228,789,Self-Employed,5,1
2208,34,147843,11490,440,Self-Employed,0,1
2209,30,98242,34612,600,Unemployed,1,0
2210,41,104675,14080,836,Employed,3,1
2211,38,133340,24523,493,Employed,1,1
2212,40,124512,49426,685,Self-Employed,3,1
2213,31,105124,9408,386,Self-Employed,3,1
2214,38,119299,23831,431,Self-Employed,1,1
2215,55,95023,15200,728,Self-Employed,0,0
2216,46,121351,43693,302,Employed,2,1
2217,43,37494,22506,569,Self-Employed,5,1
2218,54,43052,30464,844,Unemployed,2,1
2219,23,110964,38710,389,Unemployed,5,1
2220,38,87697,14611,686,Self-Employed,1,0
2221,38,139953,25042,659,Unemployed,0,0
2222,35,149554,18942,583,Unemployed,0,1
2223,24,38027,49721,428,Self-Employed,2,1
2224,22,52258,48303,832,Employed,2,1
2225,40,100153,20834,482,Unemployed,5,1
2226,55,117410,40407,813,Unemployed,0,0
2227,55,87384,21283,370,Employed,0,1
2228,60,27344,22810,466,Unemployed,4,1
2229,50,72228,27020,346,Employed,2,1
2230,52,57996,34831,776,Employed,5,1
2231,51,34207,14845,762,Employed,4,1
2232,43,115746,11336,842,Unemployed,0,0
2233,31,61497,13421,645,Self-Employed,0,0
2234,21,120805,6796,501,Unemployed,3,1
2235,63,30563,42802,574,Self-Employed,1,1
2236,59,23954,42820,649,Employed,4,1
2237,58,126139,36238,820,Unemployed,0,0
2238,54,98593,6298,388,Unemployed,3,1
2239,57,58818,35926,460,Employed,0,1
2240,47,138247,13092,343,Employed,1,1
2241,57,49397,7412,607,Self-Employed,2,1
2242,57,118324,15179,378,Employed,0,1
2243,25,62026,30080,764,Self-Employed,1,0
2244,30,80928,24359,435,Unemployed,3,1
2245,33,125346,20862,499,Employed,5,1
2246,61,145087,40268,536,Self-Employed,3,1
2247,34,64642,49327,407,Unemployed,4,1
2248,57,92635,23965,365,Unemployed,0,1
2249,52,129954,42057,300,Self-Employed,4,1
2250,36,113655,5088,477,Self-Employed,2,1
2251,56,71869,19678,402,Self-Employed,0,1
2252,55,47829,36932,512,Unemployed,0,1
2253,43,82976,16069,356,Unemployed,0,1
2254,54,79496,47302,604,Employed,0,0
2255,47,34789,38786,767,Self-Employed,0,0
2256,33,139775,6255,567,Employed,3,1
2257,55,84612,36573,791,Self-Employed,2,1
2258,57,101303,48551,797,Self-Employed,0,0
2259,65,142976,31191,431,Employed,0,1
2260,43,86470,37122,755,Employed,5,1
2261,51,100513,30920,827,Employed,3,1
2262,21,104666,26145,841,Unemployed,0,0
2263,42,141132,37978,512,Unemployed,2,1
2264,41,94569,48035,762,Self-Employed,3,1
2265,64,145242,11150,571,Unemployed,0,1
2266,31,88500,13106,554,Unemployed,3,1
2267,26,126388,16149,636,Self-Employed,5,1
2268,44,42877,46570,478,Unemployed,4,1
2269,24,34062,29147,320,Unemployed,0,1
2270,57,44350,24054,801,Unemployed,0,0
2271,58,53469,40962,391,Unemployed,3,1
2272,41,73081,40957,508,Self-Employed,3,1
2273,40,149150,18276,485,Unemployed,2,1
2274,26,36379,25868,741,Unemployed,4,1
2275,61,71179,35048,474,Unemployed,4,1
2276,58,44314,21315,656,Unemployed,4,1
2277,37,59170,17510,557,Self-Employed,2,1
2278,46,84079,12232,673,Self-Employed,5,1
2279,36,87298,26967,517,Unemployed,5,1
2280,23,103826,37044,682,Self-Employed,2,1
2281,61,96308,30045,654,Employed,0,0
2282,28,83356,47110,667,Employed,4,1
2283,57,108867,28475,700,Self-Employed,0,0
2284,65,104760,21764,442,Employed,4,1
2285,31,78004,23030,423,Self-Employed,1,1
2286,22,67667,8640,712,Employed,0,0
2287,49,25604,8438,429,Employed,1,1
2288,47,24207,45723,583,Employed,4,1
2289,41,60650,20540,840,Self-Employed,1,0
2290,57,77649,43690,449,Unemployed,2,1
2291,55,95685,47449,634,Employed,5,1
2292,42,39528,24546,451,Employed,3,1
2293,41,132092,17188,337,Unemployed,5,1
2294,57,24122,44565,547,Employed,3,1
2295,60,60756,24024,541,Unemployed,2,1
2296,35,86367,37355,362,Self-Employed,0,1
2297,37,62429,37266,411,Self-Employed,1,1
2298,33,72156,49687,686,Self-Employed,3,1
2299,56,58020,26664,592,Employed,2,1
2300,32,147997,6328,700,Employed,4,1
2301,35,49615,14540,325,Employed,2,1
2302,55,131215,47974,434,Unemployed,3,1
2303,41,61109,11037,452,Unemployed,3,1
2304,46,110653,43827,567,Self-Employed,0,1
2305,31,98667,43606,654,Unemployed,0,0
2306,62,118414,32201,846,Self-Employed,0,0
2307,49,60245,28297,808,Unemployed,3,1
2308,61,132417,28613,397,Self-Employed,1,1
2309,47,95512,17107,550,Unemployed,5,1
2310,35,84947,46785,575,Self-Employed,5,1
2311,39,49390,37883,507,Employed,4,1
2312,39,140643,43471,832,Self-Employed,0,0
2313,62,83550,26091,414,Self-Employed,4,1
2314,34,143145,28083,684,Self-Employed,4,1
2315,30,81918,49677,654,Employed,1,0
2316,36,32672,44026,562,Employed,2,1
2317,63,92238,20139,320,Self-Employed,4,1
2318,51,103979,43563,596,Unemployed,5,1
2319,57,79885,36571,823,Employed,2,1
2320,61,135624,21160,511,Unemployed,3,1
2321,41,43235,31579,387,Unemployed,2,1
2322,50,78196,24461,660,Employed,2,1
2323,22,77361,11557,342,Employed,3,1
2324,29,141716,35943,808,Self-Employed,5,1
2325,54,70912,5077,610,Employed,1,0
2326,49,25719,38643,676,Self-Employed,2,1
2327,59,38783,31964,510,Unemployed,2,1
2328,46,119544,7149,706,Unemployed,4,1
2329,34,146267,38615,489,Unemployed,5,1
2330,59,98696,37646,608,Employed,5,1
2331,57,145627,39061,542,Employed,4,1
2332,51,41298,18227,676,Self-Employed,4,1
2333,59,77068,24009,377,Self-Employed,1,1
2334,35,78327,43730,661,Unemployed,1,0
2335,32,43059,5748,775,Unemployed,1,0
2336,38,97455,13862,799,Employed,3,1
2337,60,118539,7855,779,Employed,1,0
2338,54,73683,27727,515,Self-Employed,3,1
2339,44,101437,23182,787,Self-Employed,4,1
2340,25,143284,16795,712,Self-Employed,0,0
2341,35,112306,14102,592,Self-Employed,0,1
2342,62,72466,27308,504,Self-Employed,3,1
2343,33,106860,26957,571,Employed,3,1
2344,42,50293,9409,439,Employed,5,1
2345,22,134017,16144,708,Unemployed,0,0
2346,43,80821,44802,531,Unemployed,4,1
2347,38,97363,25892,378,Self-Employed,1,1
2348,32,134079,48003,686,Self-Employed,3,1
2349,25,104558,45946,322,Employed,4,1
2350,32,90420,8728,640,Employed,0,0
2351,36,88824,12808,634,Self-Employed,0,0
2352,47,20329,20065,803,Employed,2,1
2353,57,77219,28902,476,Unemployed,5,1
2354,34,30850,39648,685,Self-Employed,4,1
2355,45,77747,12730,315,Employed,4,1
2356,43,76555,23090,333,Employed,3,1
2357,58,74411,7167,703,Self-Employed,5,1
2358,60,31386,5235,447,Self-Employed,1,1
2359,63,75778,42883,577,Employed,0,1
2360,33,43284,41008,809,Unemployed,1,0
2361,56,21325,5568,627,Self-Employed,4,1
2362,24,133979,23002,508,Self-Employed,1,1
2363,36,77493,39527,796,Unemployed,5,1
2364,28,29192,30780,522,Self-Employed,5,1
2365,47,54789,6546,479,Self-Employed,3,1
2366,46,99916,34913,807,Self-Employed,3,1
2367,36,28750,6121,733,Employed,0,0
2368,46,65458,37594,375,Unemployed,4,1
2369,47,133680,23875,821,Unemployed,4,1
2370,36,52279,33408,522,Unemployed,4,1
2371,45,117422,5692,473,Unemployed,1,1
2372,53,112030,16777,703,Self-Employed,4,1
2373,26,56798,28667,322,Employed,5,1
2374,56,59790,35887,536,Unemployed,2,1
2375,40,33765,32260,572,Self-Employed,1,1
2376,55,53476,11596,626,Unemployed,3,1
2377,51,32339,32253,312,Employed,1,1
2378,32,88783,28699,342,Employed,0,1
2379,22,117579,22995,512,Employed,3,1
2380,60,40377,37086,828,Self-Employed,2,1
2381,44,79471,27356,503,Employed,4,1
2382,36,76881,30992,660,Self-Employed,4,1
2383,65,148535,47463,471,Employed,1,1
2384,22,48398,12751,557,Self-Employed,5,1
2385,51,122934,36302,378,Unemployed,3,1
2386,44,116097,6773,570,Employed,3,1
2387,47,147820,45694,636,Unemployed,2,1
2388,50,68153,38038,804,Employed,5,1
2389,61,48645,41444,796,Unemployed,1,0
2390,52,21526,9918,801,Employed,0,0
2391,33,57304,39729,803,Self-Employed,1,0
2392,48,149697,34479,613,Employed,4,1
2393,32,54283,33468,528,Self-Employed,5,1
2394,52,85486,25058,609,Self-Employed,2,1
2395,38,75450,19583,425,Unemployed,2,1
2396,55,97886,8264,353,Self-Employed,1,1
2397,33,96845,6702,686,Employed,0,0
2398,61,32562,23617,661,Employed,3,1
2399,58,96855,42742,688,Self-Employed,3,1
2400,40,42880,34142,601,Self-Employed,3,1
2401,63,97242,10849,471,Unemployed,3,1
2402,46,147176,25176,512,Unemployed,0,1
2403,39,105052,26181,549,Employed,5,1
2404,60,69457,14993,792,Self-Employed,3,1
2405,61,70379,16416,528,Unemployed,2,1
2406,24,122035,15182,475,Self-Employed,0,1
2407,59,61489,38945,805,Self-Employed,5,1
2408,58,137489,20731,634,Self-Employed,4,1
2409,29,119691,41792,633,Employed,2,1
2410,22,61061,7201,607,Employed,5,1
2411,43,74133,37781,843,Unemployed,5,1
2412,30,148489,14701,380,Self-Employed,0,1
2413,39,114662,39945,371,Unemployed,4,1
2414,44,89228,35244,551,Employed,2,1
2415,27,87816,47976,621,Employed,2,1
2416,30,147713,41820,611,Unemployed,1,0
2417,61,60891,23039,392,Employed,0,1
2418,40,32297,44146,589,Employed,1,1
2419,27,59881,23571,800,Employed,5,1
2420,62,52247,20446,556,Self-Employed,5,1
2421,25,59021,45431,639,Self-Employed,0,0
2422,22,77675,18681,518,Self-Employed,2,1
2423,34,134146,6192,791,Self-Employed,5,1
2424,47,25134,25521,812,Employed,0,0
2425,40,36251,29655,479,Unemployed,3,1
2426,38,37504,33874,391,Employed,4,1
2427,50,65028,37185,560,Employed,5,1
2428,47,87662,34023,339,Employed,5,1
2429,64,27523,35832,602,Employed,0,0
2430,48,57651,21821,405,Employed,0,1
2431,59,131186,30486,829,Unemployed,0,0
2432,35,125086,31473,823,Employed,0,0
2433,27,86322,6377,367,Employed,4,1
2434,35,58591,24096,668,Employed,0,0
2435,49,78308,29187,408,Unemployed,0,1
2436,60,134960,43671,674,Employed,5,1
2437,57,22687,19022,554,Self-Employed,0,1
2438,56,110963,7146,610,Self-Employed,1,0
2439,43,59458,29056,451,Employed,5,1
2440,53,149276,13934,779,Employed,4,1
2441,41,106452,22296,639,Employed,0,0
2442,63,34176,20939,601,Employed,5,1
2443,34,142413,6066,818,Unemployed,3,1
2444,32,26178,22872,739,Self-Employed,5,1
2445,55,137029,35562,764,Unemployed,0,0
2446,34,52049,27140,575,Employed,0,1
2447,50,114407,22777,560,Employed,4,1
2448,54,103064,40975,794,Self-Employed,2,1
2449,56,31123,48350,830,Employed,5,1
2450,60,123544,44036,804,Self-Employed,5,1
2451,41,70747,10342,381,Unemployed,4,1
2452,28,70715,45513,328,Self-Employed,3,1
2453,32,55911,17963,810,Self-Employed,2,1
2454,31,65166,36575,335,Unemployed,4,1
2455,24,135804,41380,569,Unemployed,4,1
2456,51,122399,14678,656,Self-Employed,0,0
2457,33,120810,36178,338,Employed,5,1
2458,62,137183,26556,360,Employed,2,1
2459,42,138537,49953,821,Self-Employed,0,0
2460,41,78710,38360,554,Self-Employed,0,1
2461,48,68258,17572,806,Self-Employed,0,0
2462,39,68277,17804,458,Employed,4,1
2463,30,149788,32904,589,Unemployed,4,1
2464,62,47563,24298,679,Self-Employed,1,0
2465,40,90316,8571,354,Employed,1,1
2466,38,131547,35587,429,Unemployed,4,1
2467,57,23931,46060,339,Self-Employed,1,1
2468,27,118924,23975,644,Unemployed,5,1
2469,35,45404,45147,353,Self-Employed,4,1
2470,35,140107,47162,459,Self-Employed,1,1
2471,59,71214,35422,324,Unemployed,5,1
2472,59,25047,9039,336,Employed,3,1
2473,40,72046,22772,339,Unemployed,4,1
2474,45,126750,10052,432,Unemployed,4,1
2475,58,24705,31946,779,Self-Employed,1,0
2476,25,119762,42128,705,Self-Employed,3,1
2477,30,78020,40073,479,Unemployed,2,1
2478,50,70324,16095,318,Self-Employed,5,1
2479,30,37376,35320,784,Unemployed,0,0
2480,24,114084,12136,664,Unemployed,1,0
2481,58,52726,11962,595,Employed,4,1
2482,48,76436,38445,728,Self-Employed,1,0
2483,55,68292,15931,338,Unemployed,0,1
2484,38,85935,40846,375,Unemployed,0,1
2485,53,59311,36331,706,Self-Employed,0,0
